,AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
80,2011,5585,Puerto Nare,5,Antioquia,3758,Antioquia (ETC),4334.0,79.35,79.4,64.5,80.6,58.3,29.1,90.3,79.8,103.7,89.0,65.9,22.45,82.14,8.21,9.96,4.61,13.33,8.14,91.63,90.04,95.39,86.67,90.12,0.17,0.0,0.0,0.0,1.74,2.45,0.36,2.62,3.25,0.58
81,2011,5591,Puerto Triunfo,5,Antioquia,3758,Antioquia (ETC),4605.0,87.97,88.0,83.5,91.1,61.7,28.7,99.2,100.5,120.2,93.3,59.9,21.07,81.82,3.06,2.12,3.56,2.95,1.21,92.23,97.35,92.02,90.98,92.42,4.71,0.53,4.43,6.07,6.36,0.9,0.0,0.81,1.56,0.0
82,2011,5604,Remedios,5,Antioquia,3758,Antioquia (ETC),6745.0,109.25,109.3,68.4,125.0,61.3,26.8,118.3,79.6,176.8,87.3,58.2,31.38,57.78,0.68,1.17,0.49,0.75,1.6,99.32,98.83,99.51,99.25,98.4,0.0,0.0,0.0,0.0,0.0,1.94,0.23,0.82,5.41,0.0
83,2011,5607,Retiro,5,Antioquia,3758,Antioquia (ETC),3972.0,101.86,101.8,56.9,98.2,91.6,59.4,108.0,73.8,114.7,119.3,86.9,27.83,88.89,1.41,2.68,1.59,1.04,1.04,98.0,97.32,98.27,98.3,96.63,0.59,0.0,0.14,0.66,2.33,2.89,0.0,3.08,3.58,1.98
84,2011,5615,Rionegro,5,Antioquia,7609,Rionegro,24289.0,92.36,92.2,68.2,84.9,86.9,62.0,105.0,78.2,96.3,118.3,112.9,26.3,27.27,3.33,2.35,2.03,4.97,3.41,88.4,97.39,93.24,82.69,84.69,8.26,0.25,4.73,12.34,11.91,5.29,1.26,4.0,7.65,4.83
85,2011,5628,Sabanalarga,5,Antioquia,3758,Antioquia (ETC),2310.0,92.34,92.3,73.2,99.0,71.9,31.9,101.7,94.7,121.8,104.4,55.7,21.48,74.19,2.96,3.89,3.47,2.76,5.774444444444445,96.87,96.11,96.53,97.24,97.99,0.18,0.0,0.0,0.0,2.01,2.99,0.0,3.73,3.03,0.72
86,2011,5631,Sabaneta,5,Antioquia,7740,Sabaneta,8328.0,118.77,118.7,100.0,118.7,104.6,71.8,127.5,120.2,137.2,134.5,101.3,26.03,100.0,5.28,6.45,5.22,5.54,4.24,86.34,93.09,88.59,82.59,86.98,8.38,0.46,6.2,11.87,8.78,1.09,0.23,0.79,1.51,1.18
87,2011,5642,Salgar,5,Antioquia,3758,Antioquia (ETC),4416.0,80.8,80.8,55.4,87.8,43.0,18.2,85.9,77.3,123.5,61.6,36.9,23.35,97.37,4.17,3.38,5.31,1.49,2.71,93.33,96.62,94.09,91.66,86.88,2.5,0.0,0.59,6.85,10.41,5.31,0.0,4.57,10.16,3.72
88,2011,5647,San Andres,5,Antioquia,3758,Antioquia (ETC),1635.0,106.12,106.1,80.6,114.9,73.8,31.9,116.6,90.3,147.0,110.2,70.9,22.21,61.29,3.68,4.3566666666666665,6.4,0.98,1.01,93.69,100.0,89.37,97.88,97.99,2.63,0.0,4.23,1.14,1.01,3.9,0.83,3.51,5.6,3.4
89,2011,5649,San Carlos,5,Antioquia,3758,Antioquia (ETC),3648.0,96.6,96.6,65.1,91.6,72.8,31.9,112.6,86.5,122.7,127.5,73.1,23.42,72.22,2.61,2.59,2.7,2.12,3.78,89.6,95.19,88.71,89.73,89.67,7.78,2.22,8.59,8.16,6.55,2.41,0.74,2.58,2.69,1.93
90,2011,5652,San Francisco,5,Antioquia,3758,Antioquia (ETC),1365.0,92.67,92.7,58.2,89.0,65.4,25.8,112.8,89.1,137.5,121.7,51.2,24.32,37.5,4.26,2.961111111111111,3.3,2.09,5.324285714285715,95.59,75.51,96.57,97.65,100.0,0.15,0.0,0.14,0.26,0.0,0.0,0.0,0.0,0.0,0.0
91,2011,5656,San Jeronimo,5,Antioquia,3758,Antioquia (ETC),2897.0,92.75,92.8,59.0,95.2,73.6,42.9,108.9,84.5,115.6,114.1,94.2,23.49,92.59,2.25,2.48,3.56,1.04,0.29,95.12,97.52,95.13,95.65,92.2,2.63,0.0,1.31,3.32,7.51,0.58,0.0,0.87,0.34,0.32
92,2011,5658,San Jose de la Montaña,5,Antioquia,3758,Antioquia (ETC),895.0,88.16,88.2,75.3,91.9,65.9,44.4,91.1,80.3,109.9,83.5,60.7,19.79,100.0,3.8,9.23,5.23,1.21,2.4362500000000002,96.07,90.77,94.77,98.79,98.78,0.12,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0
93,2011,5659,San Juan de Uraba,5,Antioquia,3758,Antioquia (ETC),6887.0,92.96,93.0,51.7,101.7,57.7,20.4,110.6,74.1,133.0,115.7,57.7,25.52,55.56,1.31,0.43,1.24,0.99,4.35,98.62,99.57,98.73,99.01,94.74,0.07,0.0,0.02,0.0,0.92,4.81,1.5,6.84,2.26,0.0
94,2011,5660,San Luis,5,Antioquia,3758,Antioquia (ETC),2676.0,108.3,108.3,74.9,109.0,82.7,39.5,128.3,81.5,143.7,139.6,95.0,21.46,72.22,6.16,3.78,6.22,7.35,3.38,83.35,96.22,83.3,81.01,82.71,10.49,0.0,10.48,11.64,13.91,2.39,0.0,1.98,4.16,0.88
95,2011,5664,San Pedro,5,Antioquia,3758,Antioquia (ETC),5945.0,92.75,92.7,74.1,85.8,85.4,53.4,100.4,81.1,99.5,111.3,91.6,28.79,96.3,5.25,4.53,3.05,7.45,7.12,94.72,95.47,96.95,92.55,92.63,0.04,0.0,0.0,0.0,0.26,0.13,0.0,0.2,0.11,0.0
96,2011,5665,San Pedro de Uraba,5,Antioquia,3758,Antioquia (ETC),8522.0,120.03,120.0,84.6,123.9,85.4,28.2,141.4,110.5,161.6,151.3,88.8,23.33,42.65,7.81,2.23,5.34,11.99,9.75,88.55,97.77,92.8,82.61,80.91,3.65,0.0,1.88,5.41,9.34,0.7,0.0,0.83,0.75,0.31
97,2011,5667,San Rafael,5,Antioquia,3758,Antioquia (ETC),2939.0,100.75,100.8,87.1,104.7,69.2,37.6,118.1,103.7,139.9,110.5,95.4,23.68,100.0,5.69,8.89,6.12,5.23,2.73,94.28,91.11,93.81,94.77,97.27,0.03,0.0,0.07,0.0,0.0,0.49,0.0,0.4,1.17,0.0
98,2011,5670,San Roque,5,Antioquia,3758,Antioquia (ETC),4339.0,98.2,98.2,63.3,102.0,72.9,37.7,111.7,73.1,128.3,115.6,84.1,22.13,90.91,4.7,9.13,4.19,5.29,2.93,94.99,90.87,95.81,94.71,94.13,0.3,0.0,0.0,0.0,2.93,0.58,0.0,0.36,1.27,0.0
99,2011,5674,San Vicente,5,Antioquia,3758,Antioquia (ETC),3883.0,106.7,106.7,75.5,104.5,95.3,56.6,114.3,88.1,124.9,121.1,89.9,23.21,90.0,2.72,1.83,2.28,2.2,5.87,91.11,96.34,89.64,91.91,91.44,6.17,1.83,8.08,5.89,2.68,3.67,1.1,4.04,4.2,2.2
100,2011,5679,Santa Barbara,5,Antioquia,3758,Antioquia (ETC),5250.0,90.32,90.3,66.7,92.0,76.0,44.9,97.3,82.3,108.5,99.1,74.7,23.01,97.78,3.62,5.37,3.24,3.81,3.51,93.79,94.63,95.35,91.83,92.67,2.6,0.0,1.41,4.36,3.82,3.36,0.0,2.13,6.31,3.45
101,2011,5686,Santa Rosa de Osos,5,Antioquia,3758,Antioquia (ETC),8018.0,105.44,105.4,88.6,113.6,81.2,43.5,115.7,101.9,135.8,112.4,82.6,24.5,96.97,2.92,3.92,3.16,2.89,0.97,94.57,95.92,92.84,95.87,98.3,2.51,0.16,3.99,1.24,0.73,2.99,0.0,2.02,5.9,1.54
102,2011,5690,Santo Domingo,5,Antioquia,3758,Antioquia (ETC),2612.0,109.07,109.1,88.6,104.5,82.0,44.3,122.7,109.6,136.3,126.2,89.7,19.43,95.65,4.51,5.42,4.17,5.54,2.33,95.43,94.58,95.83,94.46,97.01,0.07,0.0,0.0,0.0,0.66,4.79,0.0,3.83,8.12,3.96
103,2011,5697,El Santuario,5,Antioquia,3758,Antioquia (ETC),5713.0,108.28,108.3,96.9,108.2,94.9,59.6,114.1,108.1,122.7,118.5,88.8,26.41,96.77,3.4,1.87,2.79,5.3,1.55,93.55,97.93,94.27,92.0,92.37,3.04,0.21,2.94,2.7,6.08,3.35,0.41,3.63,4.48,1.35
104,2011,5736,Segovia,5,Antioquia,3758,Antioquia (ETC),9864.0,88.54,88.5,76.2,99.3,56.2,23.5,96.5,85.4,130.9,82.3,45.3,27.99,84.21,3.72,1.79,3.81,4.81,0.81,88.07,98.21,90.17,82.09,85.67,8.21,0.0,6.03,13.1,13.53,1.88,0.0,1.82,2.47,1.93
105,2011,5756,Sonson,5,Antioquia,3758,Antioquia (ETC),8442.0,98.84,98.8,63.7,106.5,73.5,35.2,112.9,75.0,139.1,110.3,77.1,23.16,72.28,8.25,4.76,7.37,10.68,7.51,84.74,94.84,87.04,79.16,83.41,7.01,0.4,5.58,10.15,9.08,2.19,0.0,2.07,3.03,2.27
106,2011,5761,Sopetran,5,Antioquia,3758,Antioquia (ETC),3282.0,98.96,99.0,77.7,92.9,77.1,49.1,114.1,109.1,119.4,115.2,102.6,24.34,81.25,3.39,1.04,4.04,3.69,1.79,91.86,98.61,91.17,91.7,90.38,4.75,0.35,4.79,4.61,7.83,0.86,0.0,0.52,1.68,0.46
107,2011,5789,Tamesis,5,Antioquia,3758,Antioquia (ETC),3271.0,105.72,105.7,55.4,105.0,85.6,37.2,114.8,88.0,137.4,117.9,70.9,22.31,93.02,5.17,4.85,6.14,5.05,1.3,89.23,95.15,90.03,86.32,91.71,5.6,0.0,3.83,8.62,6.99,0.32,0.0,0.11,0.82,0.0
108,2011,5790,Taraza,5,Antioquia,3758,Antioquia (ETC),11314.0,78.23,78.2,68.7,83.6,44.1,14.6,88.2,82.3,114.5,76.4,39.9,27.82,65.71,2.89,4.08,2.33,3.62,4.02,95.38,95.92,96.49,93.18,90.95,1.74,0.0,1.18,3.2,5.03,0.41,0.0,0.39,0.67,0.0
111,2011,5819,Toledo,5,Antioquia,3758,Antioquia (ETC),1595.0,87.52,87.5,71.4,87.3,55.7,15.7,101.1,88.6,125.2,100.8,48.9,19.43,94.74,4.99,4.84,5.12,6.11,0.6971428571428573,92.01,94.35,89.88,92.9,100.0,2.99,0.81,5.0,0.99,0.0,0.56,0.0,0.83,0.24,0.0
112,2011,5837,Turbo,5,Antioquia,3763,Turbo,41665.0,91.9,91.9,75.4,96.5,60.0,27.9,113.2,94.8,136.4,104.0,81.4,20.13,20.0,7.09,5.54,5.43,8.07,3.578888888888889,92.88,94.46,94.57,91.9,83.46,0.04,0.0,0.0,0.03,0.33,0.84,0.0,1.0,0.89,0.47
113,2011,5842,Uramita,5,Antioquia,3758,Antioquia (ETC),2065.0,74.72,74.7,49.1,76.5,44.2,16.7,84.8,69.0,112.7,71.1,50.2,24.5,86.11,7.05,4.24,7.91,6.95,3.73,92.83,95.76,91.88,93.05,96.27,0.12,0.0,0.21,0.0,0.0,3.01,0.0,2.81,4.9,1.96
114,2011,5847,Urrao,5,Antioquia,3758,Antioquia (ETC),10681.0,65.16,65.2,49.4,68.1,42.5,20.5,72.9,58.8,91.7,64.9,47.9,26.31,65.12,4.21,4.32,5.9,1.72,1.48,90.67,95.49,87.87,93.73,94.57,5.12,0.19,6.24,4.55,3.95,0.78,0.0,0.39,2.16,0.2
115,2011,5854,Valdivia,5,Antioquia,3758,Antioquia (ETC),5688.0,73.07,73.1,51.6,85.3,30.7,8.6,86.3,64.3,150.4,47.0,16.0,23.07,70.0,3.99,3.29,2.26,10.37,2.63,95.23,96.71,97.25,87.82,95.39,0.78,0.0,0.5,1.8,1.97,0.05,0.0,0.0,0.24,0.0
116,2011,5856,Valparaiso,5,Antioquia,3758,Antioquia (ETC),1484.0,81.67,81.7,56.2,74.7,71.8,37.8,88.1,66.1,95.8,95.5,66.0,24.26,78.95,3.91,7.5,4.54,3.23,1.32,86.74,92.5,87.56,82.88,90.73,9.36,0.0,7.9,13.9,7.95,0.18,0.0,0.34,0.0,0.0
117,2011,5858,Vegachi,5,Antioquia,3758,Antioquia (ETC),2687.0,119.02,119.0,97.5,122.1,78.5,37.3,145.3,116.5,171.4,131.6,119.1,24.41,83.33,4.33,3.64,3.58,5.36,6.02,95.67,96.36,96.42,94.64,93.98,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.74,0.29,0.0
118,2011,5861,Venecia,5,Antioquia,3758,Antioquia (ETC),2759.0,94.2,94.2,65.6,98.6,78.3,43.4,103.3,74.7,120.3,102.6,79.6,22.3,85.0,3.41,2.42,3.58,3.15,3.96,95.79,97.58,96.42,95.55,92.99,0.81,0.0,0.0,1.3,3.05,1.9,0.61,2.45,1.52,1.52
120,2011,5885,Yali,5,Antioquia,3758,Antioquia (ETC),2184.0,65.84,65.8,50.0,68.9,40.0,16.6,70.2,58.0,94.3,61.9,28.3,19.54,60.71,6.75,7.34,6.94,6.62,5.05,93.25,92.66,93.06,93.38,94.95,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.92,0.3,0.0
121,2011,5887,Yarumal,5,Antioquia,3758,Antioquia (ETC),11478.0,89.82,89.8,64.5,90.9,71.0,31.2,101.8,83.8,117.1,108.4,62.6,26.22,94.74,4.14,7.27,4.22,3.06,5.3,95.56,92.73,95.78,96.94,91.3,0.3,0.0,0.0,0.0,3.39,2.04,0.14,0.44,5.17,1.21
122,2011,5890,Yolombo,5,Antioquia,3758,Antioquia (ETC),5402.0,87.65,87.7,76.1,91.9,58.7,28.7,98.6,93.0,118.9,92.7,64.6,23.39,71.43,3.75,4.61,4.95,1.47,3.11,95.99,95.39,94.71,98.38,96.41,0.27,0.0,0.34,0.14,0.48,0.13,0.0,0.23,0.0,0.0
123,2011,5893,Yondo,5,Antioquia,3758,Antioquia (ETC),4248.0,91.38,91.3,56.8,103.9,53.2,24.2,103.7,84.9,140.4,87.4,57.1,22.11,63.27,5.8,1.15,2.49,5.76,3.421111111111111,88.7,98.85,92.7,85.74,64.53,5.5,0.0,4.8,8.5,4.36,1.97,0.38,3.1,0.62,0.29
124,2011,5895,Zaragoza,5,Antioquia,3758,Antioquia (ETC),7871.0,98.44,98.4,81.1,106.9,58.9,20.2,105.1,97.2,144.5,88.1,41.6,26.53,65.38,2.64,1.42,1.72,5.14,1.98,97.31,98.58,98.28,94.86,97.23,0.05,0.0,0.0,0.0,0.79,1.23,0.0,0.54,3.0,1.39
125,2011,8001,Barranquilla,8,Atlantico,4909,Barranquilla,250498.0,115.14,115.0,47.8,115.9,95.2,61.5,123.9,77.3,137.1,126.6,108.8,30.12,91.67,2.81,0.68,3.53,2.31,2.58,97.19,99.32,96.47,97.69,97.42,0.0,0.0,0.0,0.0,0.0,2.02,1.57,1.67,2.87,1.18
126,2011,8078,Baranoa,8,Atlantico,3764,Atlantico (ETC),12359.0,95.87,95.8,53.1,92.3,85.3,50.8,106.4,87.2,112.8,116.0,80.8,27.17,67.86,1.0,1.16,1.5,0.53,0.59,96.68,98.84,96.34,96.92,96.03,2.32,0.0,2.15,2.55,3.39,2.63,1.16,0.93,4.53,3.58
127,2011,8137,Campo de la Cruz,8,Atlantico,3764,Atlantico (ETC),4913.0,91.11,91.1,38.2,87.7,68.1,38.6,109.3,80.7,124.5,106.1,92.2,29.52,77.78,1.25,1.87,0.67,1.63,2.18,98.67,98.13,99.33,98.38,97.2,0.08,0.0,0.0,0.0,0.62,0.06,0.0,0.08,0.0,0.16
128,2011,8141,Candelaria,8,Atlantico,3764,Atlantico (ETC),3335.0,82.7,82.3,55.1,88.8,59.3,27.2,95.0,117.9,123.8,79.0,45.6,22.4,85.71,2.38,0.35,1.54,3.86,4.58,97.4,99.65,98.46,96.14,92.92,0.21,0.0,0.0,0.0,2.5,0.15,0.0,0.0,0.5,0.0
129,2011,8296,Galapa,8,Atlantico,3764,Atlantico (ETC),9624.0,78.01,77.9,46.8,75.5,63.7,36.5,87.1,68.1,94.9,93.5,63.5,25.63,40.0,0.76,1.45,0.6,0.71,1.16,93.85,97.82,97.2,89.74,91.2,5.4,0.73,2.2,9.56,7.64,2.08,1.02,1.64,3.13,1.06
130,2011,8372,Juan de Acosta,8,Atlantico,3764,Atlantico (ETC),3705.0,88.96,89.0,61.1,91.7,70.3,40.9,97.6,95.1,112.4,95.3,66.6,23.11,88.89,1.58,1.18,0.92,1.95,3.19,93.7,93.73,94.02,92.97,94.59,4.73,5.1,5.06,5.08,2.21,0.06,0.39,0.07,0.0,0.0
131,2011,8421,Luruaco,8,Atlantico,3764,Atlantico (ETC),6297.0,94.71,94.6,63.3,91.4,75.0,40.6,109.9,97.8,120.3,112.3,83.3,26.67,60.0,1.77,2.546666666666667,0.47,3.11,4.03,96.94,100.0,97.75,95.8,95.14,1.29,0.0,1.78,1.09,0.83,1.83,1.01,1.95,1.65,2.37
132,2011,8433,Malambo,8,Atlantico,3960,Malambo,27323.0,89.93,89.4,65.7,87.1,66.2,36.2,99.4,110.9,114.0,93.7,65.7,15.91,89.47,7.55,8.21,7.31,7.95,6.92,92.27,91.79,92.69,92.05,91.15,0.18,0.0,0.0,0.0,1.93,0.26,0.76,0.24,0.29,0.0
133,2011,8436,Manati,8,Atlantico,3764,Atlantico (ETC),3148.0,97.65,97.7,28.2,92.1,82.7,59.7,115.5,82.0,121.6,117.3,113.8,22.7,70.0,3.33,2.6355555555555554,0.93,4.05,10.28,96.67,100.0,99.07,95.95,89.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2011,8520,Palmar de Varela,8,Atlantico,3764,Atlantico (ETC),5745.0,97.44,97.2,53.9,93.3,78.6,53.4,108.4,99.1,119.0,108.7,85.8,26.76,81.82,1.35,4.23,1.04,1.32,1.07,98.46,95.77,98.75,98.47,98.79,0.19,0.0,0.21,0.21,0.13,1.52,1.69,2.16,0.95,0.81
135,2011,8549,Piojo,8,Atlantico,3764,Atlantico (ETC),1297.0,82.96,82.4,47.7,83.0,52.9,29.9,103.7,106.4,120.2,107.0,52.8,26.14,16.67,3.87,7.76,4.97,1.82,2.7457142857142856,94.33,91.38,92.38,96.97,100.0,1.81,0.86,2.65,1.21,0.0,0.95,0.0,1.82,0.0,0.0
136,2011,8558,Polonuevo,8,Atlantico,3764,Atlantico (ETC),3302.0,91.16,90.8,64.3,102.4,62.9,35.7,97.5,101.4,121.1,86.0,57.9,24.29,85.71,3.97,7.6,2.98,5.44,1.99,95.75,92.4,97.02,94.56,95.03,0.29,0.0,0.0,0.0,2.98,2.32,3.6,0.18,6.53,0.33
137,2011,8560,Ponedera,8,Atlantico,3764,Atlantico (ETC),5334.0,82.21,82.2,50.7,85.2,55.8,25.7,94.4,81.3,117.8,87.8,51.0,21.83,100.0,3.96,6.92,3.91,3.31,3.98,93.0,92.22,91.54,95.13,95.27,3.04,0.86,4.54,1.55,0.75,1.68,0.0,2.21,1.27,1.24
139,2011,8606,Repelon,8,Atlantico,3764,Atlantico (ETC),6326.0,83.54,83.5,42.7,86.1,58.6,35.7,98.5,78.5,117.7,94.0,66.8,23.37,46.15,3.44,5.23,3.45,3.6,1.83,96.33,94.77,96.51,95.95,97.56,0.22,0.0,0.03,0.45,0.61,0.29,0.48,0.34,0.23,0.15
140,2011,8634,Sabanagrande,8,Atlantico,3764,Atlantico (ETC),6686.0,94.59,94.5,64.0,97.3,78.0,51.8,106.8,97.8,118.5,99.9,97.5,24.97,87.5,0.88,0.22,0.84,1.1,0.85,95.48,99.78,96.54,93.91,93.57,3.63,0.0,2.62,4.99,5.58,0.18,0.0,0.08,0.37,0.12
141,2011,8638,Sabanalarga,8,Atlantico,3764,Atlantico (ETC),22757.0,77.71,77.7,41.5,72.9,62.8,44.1,86.9,77.7,92.4,85.5,79.1,23.44,80.0,1.99,1.93,2.22,1.67,1.98,97.24,98.07,96.83,97.8,96.88,0.77,0.0,0.95,0.53,1.14,0.42,0.34,0.14,0.98,0.13
142,2011,8675,Santa Lucia,8,Atlantico,3764,Atlantico (ETC),3127.0,68.02,67.9,23.0,69.6,46.7,20.5,78.6,42.4,94.8,79.7,51.5,29.77,66.67,0.72,0.20666666666666667,0.57,0.25,3.43,99.28,100.0,99.43,99.75,96.57,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.0
143,2011,8685,Santo Tomas,8,Atlantico,3764,Atlantico (ETC),5386.0,87.91,87.6,47.0,87.9,65.8,37.1,102.0,85.7,115.8,101.8,78.1,23.23,81.82,6.68,1.17625,7.9,4.3,4.5,91.51,81.68,89.92,94.23,93.09,1.81,0.0,2.18,1.47,2.41,0.41,0.0,0.0,1.06,0.0
144,2011,8758,Soledad,8,Atlantico,3765,Soledad,130302.0,77.12,76.8,53.4,77.8,60.0,34.6,82.2,88.6,95.3,77.3,55.4,16.57,73.33,2.13,4.92,1.83,1.95,2.06,97.31,94.85,97.79,97.27,96.99,0.57,0.23,0.38,0.78,0.95,1.91,1.24,1.69,2.56,1.07
146,2011,8832,Tubara,8,Atlantico,3764,Atlantico (ETC),2424.0,86.3,86.3,53.5,91.9,59.8,33.1,105.6,92.0,129.5,92.6,77.8,22.01,63.64,4.04,2.17,3.9,4.43,5.19,94.74,97.83,94.91,94.3,92.64,1.21,0.0,1.19,1.27,2.16,0.09,0.0,0.08,0.16,0.0
147,2011,8849,Usiacuri,8,Atlantico,3764,Atlantico (ETC),2068.0,77.76,77.8,47.8,79.9,59.8,45.9,85.7,53.9,91.6,88.6,81.5,29.51,40.0,1.9,1.54,2.18,2.15,1.21,91.8,100.0,93.22,86.5,94.76,6.3,0.0,4.6,11.35,4.03,2.02,0.0,1.45,3.91,0.81
149,2011,13001,Cartagena,13,Bolivar,4910,Cartagena,215302.0,97.82,97.5,65.4,96.2,78.4,51.3,118.0,100.2,129.7,120.3,93.5,23.0,56.15,2.23,1.91,2.13,2.41,2.3,93.29,97.42,94.27,91.71,91.6,4.48,0.67,3.6,5.88,6.09,1.17,0.4,1.02,1.72,0.66
150,2011,13006,Achi,13,Bolivar,3767,Bolivar (ETC),5486.0,112.52,112.3,50.3,111.0,67.4,27.2,146.5,118.3,173.0,145.2,96.7,14.53,28.95,4.55,1.1744444444444444,1.83,10.21,5.17,94.97,99.45,97.92,89.21,93.33,0.48,0.55,0.25,0.57,1.5,0.79,0.37,0.5,1.53,0.33
151,2011,13030,Altos del Rosario,13,Bolivar,3767,Bolivar (ETC),3275.0,81.68,81.7,44.7,84.8,41.5,15.8,96.2,81.8,127.3,85.9,43.5,24.02,16.67,1.1,1.6975,0.58,2.09,2.55,98.87,100.0,99.42,97.91,96.94,0.03,0.0,0.0,0.0,0.51,4.38,2.22,5.49,2.67,4.59
152,2011,13042,Arenal,13,Bolivar,3767,Bolivar (ETC),5139.0,39.31,39.3,26.8,39.7,25.9,12.5,43.9,31.8,54.0,41.4,28.5,18.93,11.11,4.73,3.7,2.51,6.9,11.46,95.04,96.3,97.49,92.48,88.02,0.23,0.0,0.0,0.61,0.52,3.04,0.0,4.5,1.53,1.56
153,2011,13052,Arjona,13,Bolivar,3767,Bolivar (ETC),17667.0,78.27,78.3,51.2,77.4,56.5,34.7,96.1,92.5,109.4,89.7,77.8,21.55,61.29,3.65,3.36,5.53,1.91,1.1,95.81,96.56,93.89,97.74,97.55,0.54,0.08,0.58,0.35,1.35,1.92,2.4,2.14,2.09,0.13
154,2011,13062,Arroyohondo,13,Bolivar,3767,Bolivar (ETC),2575.0,64.5,64.5,44.6,61.4,47.5,25.7,84.2,53.5,99.8,80.4,67.6,18.3,16.67,3.52,0.88,4.05,2.89,4.67,95.2,99.12,95.58,95.08,92.61,1.28,0.0,0.37,2.03,2.72,5.54,0.0,6.14,6.08,4.67
155,2011,13074,Barranco de Loba,13,Bolivar,3767,Bolivar (ETC),4952.0,91.76,91.8,48.0,97.8,54.8,25.5,103.5,78.1,134.1,91.5,61.3,17.5,25.0,5.2,3.31,7.82,1.96,0.46,93.93,96.39,91.42,97.12,97.7,0.86,0.3,0.75,0.91,1.84,2.27,0.6,3.48,0.98,0.0
156,2011,13140,Calamar,13,Bolivar,3767,Bolivar (ETC),6056.0,103.09,102.9,55.9,105.6,70.0,37.9,131.1,117.0,141.2,127.1,120.6,28.24,12.5,0.22,0.43333333333333335,0.15,0.42,0.12,99.24,100.0,99.55,98.75,98.82,0.54,0.0,0.3,0.84,1.06,3.27,2.41,3.43,3.9,1.65
157,2011,13160,Cantagallo,13,Bolivar,3767,Bolivar (ETC),2251.0,84.98,84.9,48.7,97.8,40.7,13.9,97.9,113.0,138.5,72.3,41.3,17.91,9.09,2.35,3.7075,2.83,2.48,0.89,96.75,100.0,96.28,97.52,92.86,0.9,0.0,0.89,0.0,6.25,3.0,1.44,1.53,8.56,0.0
158,2011,13188,Cicuco,13,Bolivar,3767,Bolivar (ETC),2885.0,100.03,100.0,66.4,99.7,62.0,30.5,120.6,139.1,142.0,112.8,74.1,20.86,30.0,2.51,2.11,1.96,3.5,2.93,96.91,92.45,98.04,96.5,97.07,0.58,5.44,0.0,0.0,0.0,3.56,4.23,5.32,1.31,0.37
159,2011,13212,Cordoba,13,Bolivar,3767,Bolivar (ETC),3596.0,107.26,107.3,76.3,108.6,73.8,30.8,135.8,118.4,157.2,136.3,90.6,18.84,23.81,1.17,0.56,0.7,2.02,1.19,98.76,99.44,99.3,97.98,98.1,0.07,0.0,0.0,0.0,0.71,0.69,0.0,0.84,0.84,0.0
160,2011,13222,Clemencia,13,Bolivar,3767,Bolivar (ETC),3500.0,84.71,84.7,68.0,88.2,61.4,39.6,100.1,82.8,119.2,92.1,78.6,25.97,8.33,0.76,0.68625,0.78,0.43,2.13,99.08,100.0,98.89,99.57,97.87,0.16,0.0,0.33,0.0,0.0,2.14,0.0,3.85,0.32,0.91
161,2011,13244,El Carmen de Bolivar,13,Bolivar,3767,Bolivar (ETC),20071.0,80.24,80.2,50.5,78.0,57.7,30.7,94.0,83.1,107.9,90.4,70.9,17.22,31.68,2.68,1.52,2.33,3.19,3.84,96.53,97.97,97.1,96.35,92.94,0.79,0.51,0.57,0.46,3.22,1.52,1.28,1.48,1.97,0.46
162,2011,13248,El Guamo,13,Bolivar,3767,Bolivar (ETC),1784.0,85.54,85.5,53.4,88.0,56.3,33.8,99.0,67.8,119.4,94.3,73.7,21.52,62.5,2.52,0.7133333333333334,1.2,3.98,5.26,97.42,100.0,98.8,95.83,94.74,0.06,0.0,0.0,0.19,0.0,4.44,0.0,4.33,7.02,0.48
